timestamp,rssi,location_label
2025-10-05 13:42:35.744543,-64,Middle
2025-10-05 13:42:35.745543,-64,Middle
2025-10-05 13:42:35.786543,-63,Middle
2025-10-05 13:42:35.786543,-64,Middle
2025-10-05 13:42:35.808543,-63,Middle
2025-10-05 13:42:35.809543,-63,Middle
2025-10-05 13:42:35.828543,-63,Middle
2025-10-05 13:42:35.829543,-63,Middle
2025-10-05 13:42:36.015543,-70,Front
2025-10-05 13:42:36.017543,-69,Front
2025-10-05 13:42:36.030543,-65,Front
2025-10-05 13:42:36.031543,-66,Front
2025-10-05 13:42:36.051543,-66,Front
2025-10-05 13:42:36.052543,-66,Front
2025-10-05 13:42:36.073543,-66,Front
2025-10-05 13:42:37.394543,-82,Front
2025-10-05 13:42:37.396543,-81,Front
2025-10-05 13:42:37.429543,-79,Front
2025-10-05 13:42:37.439543,-73,Front
2025-10-05 13:42:37.456543,-74,Front
2025-10-05 13:42:37.458543,-75,Front
2025-10-05 13:42:37.459543,-75,Front
2025-10-05 13:42:38.489543,-75,Front
2025-10-05 13:42:38.499543,-74,Front
2025-10-05 13:42:38.555543,-83,Front
2025-10-05 13:42:38.565543,-81,Front
2025-10-05 13:42:38.755543,-88,Noise
2025-10-05 13:42:38.757543,-86,Noise
2025-10-05 13:42:38.974543,-73,Front
2025-10-05 13:42:38.975543,-73,Front
2025-10-05 13:42:39.368543,-79,Front
2025-10-05 13:42:39.369543,-80,Front
2025-10-05 13:42:39.371543,-80,Front
2025-10-05 13:42:39.373543,-80,Front
2025-10-05 13:42:39.374543,-80,Front
2025-10-05 13:42:39.375543,-80,Front
2025-10-05 13:42:39.448543,-86,Noise
2025-10-05 13:42:39.493543,-73,Front
2025-10-05 13:42:39.495543,-72,Front
2025-10-05 13:42:39.502543,-73,Front
2025-10-05 13:42:39.503543,-73,Front
2025-10-05 13:42:39.505543,-74,Front
2025-10-05 13:42:39.507543,-74,Front
2025-10-05 13:42:39.508543,-74,Front
2025-10-05 13:42:39.614543,-73,Front
2025-10-05 13:42:39.625543,-76,Front
2025-10-05 13:42:39.742543,-73,Front
2025-10-05 13:42:39.830543,-82,Front
2025-10-05 13:42:39.862543,-83,Front
2025-10-05 13:42:40.544543,-87,Noise
2025-10-05 13:42:40.609543,-80,Front
2025-10-05 13:42:40.610543,-81,Front
2025-10-05 13:42:40.922543,-73,Front
2025-10-05 13:42:40.997543,-77,Front
2025-10-05 13:42:40.997543,-77,Front
2025-10-05 13:42:41.048543,-85,Noise
2025-10-05 13:42:41.411543,-76,Front
2025-10-05 13:42:41.437543,-77,Front
2025-10-05 13:42:42.022543,-73,Front
2025-10-05 13:42:44.910543,-70,Front
2025-10-05 13:42:44.911543,-71,Front
2025-10-05 13:42:44.972543,-75,Front
2025-10-05 13:42:44.997543,-83,Front
2025-10-05 13:42:45.181543,-94,Noise
2025-10-05 13:42:45.196543,-92,Noise
2025-10-05 13:42:45.216543,-93,Noise
2025-10-05 13:42:45.237543,-92,Noise
2025-10-05 13:42:45.409543,-81,Front
2025-10-05 13:42:45.410543,-82,Front
2025-10-05 13:42:45.492543,-91,Noise
2025-10-05 13:42:45.503543,-92,Noise
2025-10-05 13:42:45.782543,-87,Noise
2025-10-05 13:42:46.172543,-63,Middle
2025-10-05 13:42:46.198543,-64,Middle
2025-10-05 13:42:46.388543,-77,Front
2025-10-05 13:42:46.390543,-77,Front
2025-10-05 13:42:46.432543,-77,Front
2025-10-05 13:42:46.678543,-82,Front
2025-10-05 13:42:46.680543,-82,Front
2025-10-05 13:42:47.163543,-77,Front
2025-10-05 13:42:47.418543,-79,Front
2025-10-05 13:42:47.534543,-83,Front
2025-10-05 13:42:47.608543,-80,Front
2025-10-05 13:42:47.644543,-74,Front
2025-10-05 13:42:47.645543,-80,Front
2025-10-05 13:42:47.663543,-79,Front
2025-10-05 13:42:47.683543,-78,Front
2025-10-05 13:42:47.756543,-78,Front
2025-10-05 13:42:47.835543,-83,Front
