timestamp,rssi,location_label
2025-10-05 13:40:03.426631,-83,Front
2025-10-05 13:40:03.427631,-82,Front
2025-10-05 13:40:03.482631,-65,Front
2025-10-05 13:40:03.492631,-65,Front
2025-10-05 13:40:03.627631,-82,Front
2025-10-05 13:40:04.037631,-82,Front
2025-10-05 13:40:04.108631,-83,Front
2025-10-05 13:40:04.308631,-85,Noise
2025-10-05 13:40:04.832631,-87,Noise
2025-10-05 13:40:05.377631,-87,Noise
2025-10-05 13:40:06.177631,-84,Front
2025-10-05 13:40:06.179631,-83,Front
2025-10-05 13:40:06.184631,-83,Front
2025-10-05 13:40:06.185631,-84,Front
2025-10-05 13:40:06.203631,-76,Front
2025-10-05 13:40:06.205631,-78,Front
2025-10-05 13:40:06.206631,-77,Front
2025-10-05 13:40:06.207631,-76,Front
2025-10-05 13:40:06.213631,-77,Front
2025-10-05 13:40:06.581631,-73,Front
2025-10-05 13:40:06.584631,-73,Front
2025-10-05 13:40:06.589631,-83,Front
2025-10-05 13:40:06.596631,-74,Front
2025-10-05 13:40:06.609631,-76,Front
2025-10-05 13:40:06.612631,-79,Front
2025-10-05 13:40:07.950631,-70,Front
2025-10-05 13:40:08.063631,-69,Front
2025-10-05 13:40:08.079631,-74,Front
2025-10-05 13:40:08.115631,-75,Front
2025-10-05 13:40:08.152631,-75,Front
2025-10-05 13:40:08.618631,-72,Front
2025-10-05 13:40:08.637631,-68,Front
2025-10-05 13:40:08.657631,-73,Front
2025-10-05 13:40:08.693631,-72,Front
2025-10-05 13:40:08.773631,-71,Front
2025-10-05 13:40:08.846631,-68,Front
2025-10-05 13:40:08.863631,-69,Front
2025-10-05 13:40:09.515631,-73,Front
2025-10-05 13:40:09.568631,-76,Front
2025-10-05 13:40:09.618631,-73,Front
2025-10-05 13:40:09.701631,-71,Front
2025-10-05 13:40:09.803631,-76,Front
2025-10-05 13:40:10.604631,-72,Front
2025-10-05 13:40:10.664631,-82,Front
2025-10-05 13:40:10.941631,-91,Noise
