timestamp,rssi,location_label
2025-10-05 13:46:44.884640,-82,Front
2025-10-05 13:46:44.915640,-90,Noise
2025-10-05 13:46:45.259640,-78,Front
2025-10-05 13:46:45.280640,-77,Front
2025-10-05 13:46:45.485640,-91,Noise
2025-10-05 13:46:47.119640,-78,Front
2025-10-05 13:46:47.168640,-79,Front
2025-10-05 13:46:47.675640,-84,Front
2025-10-05 13:46:47.677640,-84,Front
2025-10-05 13:46:47.773640,-83,Front
2025-10-05 13:46:47.835640,-81,Front
2025-10-05 13:46:48.034640,-76,Front
2025-10-05 13:46:48.083640,-77,Front
2025-10-05 13:46:48.117640,-74,Front
2025-10-05 13:46:48.165640,-72,Front
2025-10-05 13:46:48.450640,-67,Front
2025-10-05 13:46:48.450640,-68,Front
2025-10-05 13:46:48.451640,-69,Front
2025-10-05 13:46:48.470640,-68,Front
2025-10-05 13:46:48.470640,-69,Front
2025-10-05 13:46:48.495640,-69,Front
2025-10-05 13:46:48.498640,-69,Front
2025-10-05 13:46:48.583640,-81,Front
2025-10-05 13:46:48.745640,-83,Front
2025-10-05 13:46:48.765640,-83,Front
2025-10-05 13:46:48.893640,-69,Front
2025-10-05 13:46:48.893640,-67,Front
2025-10-05 13:46:48.906640,-68,Front
2025-10-05 13:46:48.915640,-68,Front
2025-10-05 13:46:48.916640,-68,Front
2025-10-05 13:46:48.916640,-68,Front
2025-10-05 13:46:48.936640,-68,Front
2025-10-05 13:46:48.937640,-68,Front
2025-10-05 13:46:48.937640,-68,Front
2025-10-05 13:46:49.238640,-83,Front
2025-10-05 13:46:49.240640,-83,Front
2025-10-05 13:46:49.401640,-75,Front
2025-10-05 13:46:49.402640,-69,Front
2025-10-05 13:46:49.402640,-70,Front
2025-10-05 13:46:49.428640,-71,Front
2025-10-05 13:46:49.429640,-70,Front
2025-10-05 13:46:49.704640,-73,Front
2025-10-05 13:46:49.705640,-71,Front
2025-10-05 13:46:49.766640,-76,Front
2025-10-05 13:46:49.768640,-76,Front
2025-10-05 13:46:50.202640,-82,Front
2025-10-05 13:46:50.203640,-82,Front
2025-10-05 13:46:51.300640,-84,Front
2025-10-05 13:46:51.366640,-83,Front
2025-10-05 13:46:51.668640,-93,Noise
2025-10-05 13:46:51.849640,-74,Front
2025-10-05 13:46:52.268640,-45,Back
2025-10-05 13:46:53.228640,-49,Back
2025-10-05 13:46:54.057640,-72,Front
2025-10-05 13:46:54.067640,-72,Front
